,CommNet: mean,CommNet: max,CommNet: min,CommNet: values,CommNet vs TarMAC+CAVE: t_stat,CommNet vs TarMAC+CAVE: t_p_value,CommNet vs TarMAC+CAVE: wilcoxon_stat,CommNet vs TarMAC+CAVE: wilcoxon_p_value,CommNet vs TarMAC: t_stat,CommNet vs TarMAC: t_p_value,CommNet vs TarMAC: wilcoxon_stat,CommNet vs TarMAC: wilcoxon_p_value,TarMAC+CAVE: mean,TarMAC+CAVE: max,TarMAC+CAVE: min,TarMAC+CAVE: values,TarMAC+CAVE vs CommNet: t_stat,TarMAC+CAVE vs CommNet: t_p_value,TarMAC+CAVE vs CommNet: wilcoxon_stat,TarMAC+CAVE vs CommNet: wilcoxon_p_value,TarMAC+CAVE vs TarMAC: t_stat,TarMAC+CAVE vs TarMAC: t_p_value,TarMAC+CAVE vs TarMAC: wilcoxon_stat,TarMAC+CAVE vs TarMAC: wilcoxon_p_value,TarMAC: mean,TarMAC: max,TarMAC: min,TarMAC: values,TarMAC vs CommNet: t_stat,TarMAC vs CommNet: t_p_value,TarMAC vs CommNet: wilcoxon_stat,TarMAC vs CommNet: wilcoxon_p_value,TarMAC vs TarMAC+CAVE: t_stat,TarMAC vs TarMAC+CAVE: t_p_value,TarMAC vs TarMAC+CAVE: wilcoxon_stat,TarMAC vs TarMAC+CAVE: wilcoxon_p_value
10,28.23,28.320906545418907,28.139093454581094,"[0.2797, 0.2853, 0.2838, 0.2807, 0.282]",-1.2183806046826258,0.8711060090840625,5.0,0.78125,-1.025826010844376,0.8325056902584131,4.5,0.84375,28.381999999999998,28.446708577483978,28.317291422516018,"[0.2863, 0.282, 0.283, 0.2835, 0.2843]",1.2183806046826258,0.12889399091593745,10.0,0.3125,0.3153878501483488,0.38026866580780505,6.5,0.2903560810945126,28.352,28.407237668307054,28.296762331692946,"[0.2848, 0.282, 0.2835, 0.285, 0.2823]",1.025826010844376,0.1674943097415868,10.5,0.3125,-0.3153878501483488,0.619731334192195,3.5,0.7096439189054874
11,28.133999999999997,28.25026177359734,28.017738226402653,"[0.2818, 0.286, 0.2782, 0.2802, 0.2805]",-0.20988196147174765,0.5804968408780695,6.0,0.6875,-0.12960202719893327,0.5499596847284844,7.0,0.59375,28.174,28.298662745036356,28.049337254963643,"[0.2855, 0.2845, 0.28, 0.2805, 0.2782]",0.20988196147174765,0.41950315912193037,9.0,0.40625,0.04221551830479431,0.4836807533471238,6.5,0.6875,28.164,28.335314914703886,27.992685085296117,"[0.287, 0.2853, 0.2792, 0.277, 0.2797]",0.12960202719893327,0.4500403152715155,8.0,0.5,-0.04221551830479431,0.5163192466528762,8.5,0.5
12,27.688000000000002,27.798468094941484,27.57753190505852,"[0.2792, 0.2755, 0.276, 0.2735, 0.2802]",-1.0067575171486935,0.8282361144804964,2.0,0.9375,-0.0917406767423716,0.5354201433858442,7.0,0.59375,27.846000000000004,27.93260715905744,27.759392840942567,"[0.2777, 0.2772, 0.2802, 0.276, 0.2812]",1.0067575171486935,0.17176388551950367,13.0,0.09375,1.0913476221604466,0.1534473326905137,14.0,0.0625,27.701999999999998,27.78216981975781,27.621830180242185,"[0.2747, 0.276, 0.2787, 0.2762, 0.2795]",0.0917406767423716,0.4645798566141559,8.0,0.5,-1.0913476221604466,0.8465526673094863,1.0,0.96875
13,27.634000000000004,27.767584430230475,27.500415569769533,"[0.2725, 0.2797, 0.2745, 0.275, 0.28]",-0.038401228858970606,0.5148456129392237,7.0,0.59375,0.5902971840918725,0.2856424970991088,10.0,0.3125,27.642,27.771904580365742,27.512095419634257,"[0.2717, 0.278, 0.28, 0.2777, 0.2747]",0.038401228858970606,0.4851543870607763,8.0,0.5,0.6530035698517211,0.2660337165353974,10.0,0.3125,27.535999999999998,27.600844429213307,27.47115557078669,"[0.2735, 0.2757, 0.2742, 0.2757, 0.2777]",-0.5902971840918725,0.7143575029008913,5.0,0.78125,-0.6530035698517211,0.7339662834646026,5.0,0.78125
14,27.85,28.007962020751826,27.692037979248177,"[0.2823, 0.274, 0.2795, 0.2747, 0.282]",-0.936331460672268,0.8117486082467112,3.0,0.90625,-0.962473269180016,0.8180012040679131,1.0,0.96875,28.061999999999998,28.188724898895202,27.935275101104793,"[0.2815, 0.2787, 0.2855, 0.2772, 0.2802]",0.936331460672268,0.18825139175328875,12.0,0.15625,0.0670150577412899,0.4741071444346728,8.0,0.5,28.050000000000004,28.147938756373566,27.952061243626442,"[0.283, 0.2765, 0.2807, 0.2805, 0.2818]",0.962473269180016,0.1819987959320869,14.0,0.0625,-0.0670150577412899,0.5258928555653273,7.0,0.59375
15,27.521999999999995,27.62125321153494,27.42274678846505,"[0.2737, 0.2732, 0.2765, 0.279, 0.2737]",-0.4012965998347918,0.650646263016827,7.0,0.59375,0.9566469822622502,0.18337874345870186,13.0,0.09375,27.583999999999996,27.680149882995245,27.487850117004747,"[0.2795, 0.2735, 0.2755, 0.2767, 0.274]",0.4012965998347918,0.34935373698317296,8.0,0.5,1.392018999502907,0.1006967584421451,15.0,0.03125,27.378000000000004,27.468968126286082,27.287031873713925,"[0.2757, 0.2717, 0.2735, 0.2765, 0.2715]",-0.9566469822622502,0.8166212565412981,2.0,0.9375,-1.392018999502907,0.8993032415578549,0.0,1.0
16,28.46,28.67314783601998,28.246852163980023,"[0.2905, 0.2885, 0.2782, 0.2858, 0.28]",1.189009983361345,0.1342641774141229,15.0,0.03125,1.0775196931558035,0.15633200841212186,15.0,0.03125,28.124000000000006,28.25984108362348,27.98815891637653,"[0.2845, 0.282, 0.2772, 0.2843, 0.2782]",-1.189009983361345,0.8657358225858771,0.0,1.0,-0.11740093374404334,0.5452818341977259,7.0,0.59375,28.150000000000002,28.294166570327523,28.00583342967248,"[0.2843, 0.2858, 0.277, 0.2812, 0.2792]",-1.0775196931558035,0.8436679915878782,0.0,1.0,0.11740093374404334,0.4547181658022741,8.0,0.5
17,27.664000000000005,27.86578404297665,27.46221595702336,"[0.269, 0.2765, 0.2795, 0.2757, 0.2825]",0.4202397363564707,0.34268522677240115,10.0,0.3125,0.43809470654334115,0.33645300329522276,11.0,0.21875,27.552000000000003,27.67891414420781,27.425085855792197,"[0.27, 0.2757, 0.2777, 0.277, 0.2772]",-0.4202397363564707,0.6573147732275988,5.0,0.78125,0.020165020133955606,0.49220280093195323,8.0,0.5,27.548000000000005,27.67198064365054,27.424019356349472,"[0.2712, 0.277, 0.2755, 0.2742, 0.2795]",-0.43809470654334115,0.6635469967047773,4.0,0.84375,-0.020165020133955606,0.5077971990680468,7.0,0.59375
18,28.551999999999992,28.697365745621166,28.40663425437882,"[0.282, 0.2908, 0.285, 0.2873, 0.2825]",0.46689729018784043,0.3265126275423397,9.0,0.40625,0.6969209902869755,0.25279774697680735,9.0,0.40625,28.468,28.537015940187757,28.398984059812243,"[0.283, 0.2873, 0.2855, 0.2838, 0.2838]",-0.46689729018784043,0.6734873724576602,6.0,0.6875,0.375570962810229,0.3584993575923178,8.0,0.5,28.432000000000002,28.48286452594884,28.381135474051163,"[0.284, 0.2828, 0.284, 0.2845, 0.2863]",-0.6969209902869755,0.7472022530231927,6.0,0.6875,-0.375570962810229,0.6415006424076821,7.0,0.59375
19,28.321999999999996,28.427428648857884,28.216571351142107,"[0.279, 0.2823, 0.2853, 0.2845, 0.285]",-0.3451109772920015,0.6305453987094545,4.0,0.84375,-0.9993755853278505,0.8265610805703694,5.0,0.78125,28.389999999999997,28.531223227551276,28.248776772448718,"[0.2807, 0.2807, 0.2828, 0.2875, 0.2878]",0.3451109772920015,0.3694546012905456,11.0,0.21875,-0.3259307408083661,0.6235805508633894,6.0,0.6875,28.442,28.462474374227313,28.421525625772688,"[0.2838, 0.285, 0.2845, 0.2848, 0.284]",0.9993755853278505,0.1734389194296307,10.0,0.3125,0.3259307408083661,0.37641944913661063,9.0,0.40625
20,29.047999999999995,29.150699561829633,28.945300438170356,"[0.2898, 0.2925, 0.2923, 0.2863, 0.2915]",-0.510916206816772,0.6883963874678437,7.0,0.59375,-0.47005484675726356,0.6745683878791522,3.0,0.7673955907739292,29.121999999999996,29.200963282606534,29.04303671739346,"[0.2905, 0.2895, 0.2898, 0.2943, 0.292]",0.510916206816772,0.3116036125321563,8.0,0.5,0.08721077628976291,0.4663236961840522,6.0,0.6875,29.112,29.177446161079164,29.046553838920833,"[0.2898, 0.2905, 0.2915, 0.29, 0.2938]",0.47005484675726356,0.32543161212084787,7.0,0.2326044092260709,-0.08721077628976291,0.5336763038159478,9.0,0.40625
21,27.578000000000003,27.67916916526294,27.476830834737065,"[0.2765, 0.2745, 0.2752, 0.273, 0.2797]",-0.06238071346751413,0.5241049744258998,7.5,0.59375,1.1536308757704685,0.1409752921504172,14.0,0.0625,27.588,27.68960314955748,27.48639685044252,"[0.275, 0.276, 0.2802, 0.274, 0.2742]",0.06238071346751413,0.4758950255741003,7.5,0.59375,1.2247676401866874,0.12775001212874704,11.0,0.21875,27.424,27.48740977842573,27.36059022157427,"[0.273, 0.2737, 0.274, 0.2735, 0.277]",-1.1536308757704685,0.8590247078495827,1.0,0.96875,-1.2247676401866874,0.872249987871253,4.0,0.84375
22,28.216,28.28462069658638,28.147379303413622,"[0.2823, 0.2823, 0.2848, 0.2802, 0.2812]",-0.9514892254414529,0.8153931520413895,4.0,0.84375,-1.2536172152810094,0.8773124609131517,1.0,0.9279364825919924,28.386,28.530321862515695,28.241678137484303,"[0.2898, 0.2845, 0.2812, 0.281, 0.2828]",0.9514892254414529,0.1846068479586105,11.0,0.21875,-0.2291171343021342,0.5877366570011213,6.0,0.6875,28.437999999999995,28.580755735436437,28.295244264563554,"[0.2885, 0.2863, 0.2848, 0.2833, 0.279]",1.2536172152810094,0.12268753908684828,9.0,0.07206351740800766,0.2291171343021342,0.4122633429988788,9.0,0.40625
23,27.312000000000005,27.38368821381511,27.2403117861849,"[0.2737, 0.2735, 0.2707, 0.2722, 0.2755]",-1.9194229103670206,0.9544016657131452,2.0,0.9375,-1.0347352788918036,0.8344723296089622,4.0,0.84375,27.484,27.519844106907552,27.44815589309245,"[0.2747, 0.276, 0.275, 0.275, 0.2735]",1.9194229103670206,0.04559833428685475,13.0,0.09375,0.45977017235639245,0.3289590629288267,9.0,0.40625,27.438000000000002,27.51999512180612,27.356004878193886,"[0.271, 0.274, 0.2762, 0.2755, 0.2752]",1.0347352788918036,0.1655276703910378,11.0,0.21875,-0.45977017235639245,0.6710409370711733,6.0,0.6875
24,27.168000000000003,27.330933115111694,27.00506688488831,"[0.2682, 0.271, 0.278, 0.273, 0.2682]",-0.1634398326958869,0.5628872041724022,7.0,0.59375,-0.3576822058521754,0.6350828678308325,5.0,0.78125,27.199999999999996,27.26418722614352,27.135812773856472,"[0.2702, 0.2707, 0.2727, 0.2722, 0.2742]",0.1634398326958869,0.43711279582759777,8.0,0.5,-0.31065122747302654,0.6179973267141909,7.0,0.59375,27.256000000000004,27.403908079562953,27.108091920437055,"[0.2722, 0.2677, 0.2772, 0.275, 0.2707]",0.3576822058521754,0.36491713216916755,10.0,0.3125,0.31065122747302654,0.38200267328580906,8.0,0.5
